,id,agency,code_parts,composite_element,description,element_id,group_begin_end,group_req_designator,group_requirement_designator_id,hash_flag,maximum_length,minimum_length,position,release,repeat_factor,requirement_designator,rules,segment_id,sub_element_req_designator,tracking_flag,type,version
691836,691837,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,8,0,1,O,,ISI,O,,ID,006010
691837,691838,X,,False,SHIPMENT/ORDER STATUS CODE,0368,,,,,2,2,1,0,1,M,,ISR,M,,ID,006010
691838,691839,X,,False,DATE,0373,,,,,8,8,2,0,1,O,,ISR,O,,DT,006010
691839,691840,X,,False,STATUS REASON CODE,0641,,,,,3,3,3,0,1,O,,ISR,O,,ID,006010
691840,691841,X,,False,NUMBER OF UNITS SHIPPED,0382,,,,,10,1,1,0,1,C,R  001003005,ISS,C,,R,006010
691841,691842,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,2,0,1,C,P  001002,ISS,C,,ID,006010
691842,691843,X,,False,WEIGHT,0081,,,,,10,1,3,0,1,C,P  003004,ISS,C,,R,006010
691843,691844,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,4,0,1,C,,ISS,C,,ID,006010
691844,691845,X,,False,VOLUME,0183,,,,,8,1,5,0,1,C,P  005006,ISS,C,,R8,006010
691845,691846,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,6,0,1,C,,ISS,C,,ID,006010
691846,691847,X,,False,QUANTITY,0380,,,,,15,1,7,0,1,O,,ISS,O,,R,006010
691847,691848,X,,False,WEIGHT,0081,,,,,10,1,8,0,1,O,,ISS,O,,R,006010
691848,691849,X,,False,TRANSACTION SET PURPOSE CODE,0353,,,,,2,2,1,0,1,M,,IS1,M,,ID,006010
691849,691850,X,,False,EQUIPMENT INITIAL,0206,,,,,4,1,2,0,1,M,,IS1,M,,AN,006010
691850,691851,X,,False,EQUIPMENT NUMBER,0207,,,,,15,1,3,0,1,M,,IS1,M,,AN,006010
691851,691852,X,,False,LOAD/EMPTY STATUS CODE,0322,,,,,1,1,4,0,1,M,,IS1,M,,ID,006010
691852,691853,X,,False,RETRIP REASON CODE,1487,,,,,2,2,5,0,1,O,,IS1,O,,ID,006010
691853,691854,X,,False,CAR TYPE CODE,0301,,,,,4,1,6,0,1,O,,IS1,O,,ID,006010
691854,691855,X,,False,INDUSTRY CODE,1271,,,,,30,1,7,0,1,O,,IS1,O,,AN,006010
691855,691856,X,,False,EQUIPMENT DESCRIPTION CODE,0040,,,,,2,2,8,0,1,O,,IS1,O,,ID,006010
691856,691857,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,1,0,1,M,,IS2,M,,ID,006010
691857,691858,X,,False,EVENT CODE,0304,,,,,3,3,2,0,1,M,,IS2,M,,ID,006010
691858,691859,X,,False,ACCOMPLISH CODE,0190,,,,,1,1,3,0,1,M,,IS2,M,,ID,006010
691859,691860,X,,False,STANDARD POINT LOCATION CODE,0154,,,,,9,6,4,0,1,M,,IS2,M,,ID,006010
691860,691861,X,,False,DATE,0373,,,,,8,8,5,0,1,M,,IS2,M,,DT,006010
691861,691862,X,,False,TIME,0337,,,,,8,4,6,0,1,M,,IS2,M,,TM,006010
691862,691863,X,,False,TIME CODE,0623,,,,,2,2,7,0,1,O,,IS2,O,,ID,006010
691863,691864,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,8,0,1,O,,IS2,O,,ID,006010
691864,691865,X,,False,BLOCK IDENTIFIER,0042,,,,,12,1,11,0,1,O,,IS2,O,,AN,006010
691865,691866,X,,False,DATE,0373,,,,,8,8,12,0,1,O,,IS2,O,,DT,006010
691866,691867,X,,False,TIME,0337,,,,,8,4,13,0,1,O,,IS2,O,,TM,006010
691867,691868,X,,False,DATE,0373,,,,,8,8,14,0,1,O,,IS2,O,,DT,006010
691868,691869,X,,False,TIME,0337,,,,,8,4,15,0,1,O,,IS2,O,,TM,006010
691869,691870,X,,False,CITY NAME,0019,,,,,30,2,16,0,1,C,,IS2,C,,AN,006010
691870,691871,X,,False,STATE OR PROVINCE CODE,0156,,,,,2,2,17,0,1,O,C  017016,IS2,O,,ID,006010
691871,691872,X,,False,ALLOWANCE OR CHARGE INDICATOR,0248,,,,,1,1,1,0,1,M,,ITA,M,,ID,006010
691872,691873,X,,False,AGENCY QUALIFIER CODE,0559,,,,,2,2,2,0,1,C,L  002003013014,ITA,C,,ID,006010
691873,691874,X,,False,SPECIAL SERVICES CODE,0560,,,,,10,2,3,0,1,C,,ITA,C,,ID,006010
691874,691875,X,,False,ALLOWANCE OR CHARGE METHOD OF HANDLING CODE,0331,,,,,2,2,4,0,1,M,,ITA,M,,ID,006010
691875,691876,X,,False,ALLOWANCE OR CHARGE NUMBER,0341,,,,,16,1,5,0,1,O,,ITA,O,,AN,006010
691876,691877,X,,False,ALLOWANCE OR CHARGE RATE,0359,,,,,15,1,6,0,1,O,,ITA,O,,R,006010
691877,691878,X,,False,ALLOWANCE OR CHARGE TOTAL AMOUNT,0360,,,,,15,1,7,0,1,O,,ITA,O,,N2,006010
691878,691879,X,,False,ALLOWANCE/CHARGE PERCENT QUALIFIER,0378,,,,,1,1,8,0,1,O,C  008009,ITA,O,,ID,006010
691879,691880,X,,False,"PERCENT, DECIMAL FORMAT",0332,,,,,6,1,9,0,1,C,,ITA,C,,R6,006010
691880,691881,X,,False,QUANTITY,0380,,,,,15,1,10,0,1,C,P  010011,ITA,C,,R,006010
691881,691882,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,11,0,1,C,,ITA,C,,ID,006010
691882,691883,X,,False,QUANTITY,0380,,,,,15,1,12,0,1,C,,ITA,C,,R,006010
691883,691884,X,,False,DESCRIPTION,0352,,,,,80,1,13,0,1,C,,ITA,C,,AN,006010
691884,691885,X,,False,SPECIAL CHARGE OR ALLOWANCE CODE,0150,,,,,3,3,14,0,1,C,,ITA,C,,ID,006010
691885,691886,X,,False,SOURCE SUBQUALIFIER,0822,,,,,15,1,15,0,1,O,C  015002,ITA,O,,AN,006010
691886,691887,X,,False,RELATIONSHIP CODE,0662,,,,,1,1,16,0,1,O,,ITA,O,,ID,006010
691887,691888,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,17,0,1,O,C  017012,ITA,O,,ID,006010
691888,691889,X,,False,INFORMATION REQUEST RESULT CODE,1629,,,,,1,1,1,0,1,M,L  010005009,ITC,M,,ID,006010
691889,691890,X,,False,INFORMATION TYPE,0701,,,,,2,2,2,0,1,C,,ITC,C,,ID,006010
691890,691891,X,,False,INFORMATION STATUS CODE,1201,,,,,1,1,3,0,1,O,C  003002,ITC,O,,ID,006010
691891,691892,X,,False,ACTION CODE,0306,,,,,2,1,4,0,1,O,C  004002,ITC,O,,ID,006010
691892,691893,X,,False,FINANCIAL INFORMATION TYPE CODE,0703,,,,,1,1,5,0,1,C,E  005009,ITC,C,,ID,006010
691893,691894,X,,False,CONSOLIDATION CODE,0604,,,,,1,1,6,0,1,O,C  006005,ITC,O,,ID,006010
691894,691895,X,,False,CONDITION INDICATOR,1321,,,,,3,2,7,0,1,O,C  007005,ITC,O,,ID,006010
691895,691896,X,,False,FINANCIAL STATEMENT FORMAT CODE,1633,,,,,1,1,8,0,1,O,C  008005,ITC,O,,ID,006010
691896,691897,X,,False,FREE-FORM INFORMATION,0061,,,,,30,1,9,0,1,C,,ITC,C,,AN,006010
691897,691898,X,,False,UNIT OF TIME PERIOD OR INTERVAL,0344,,,,,2,2,10,0,1,C,E  010011,ITC,C,,ID,006010
691898,691899,X,,False,DESCRIPTION,0352,,,,,80,1,11,0,1,C,L  011005009,ITC,C,,AN,006010
691899,691900,X,,False,SOURCE OF DISCLOSURE CODE,0261,,,,,1,1,12,0,1,O,,ITC,O,,ID,006010
691900,691901,X,,False,TERMS TYPE CODE,0336,,,,,2,2,1,0,1,O,,ITD,O,,ID,006010
691901,691902,X,,False,TERMS BASIS DATE CODE,0333,,,,,2,1,2,0,1,O,,ITD,O,,ID,006010
691902,691903,X,,False,TERMS DISCOUNT PERCENT,0338,,,,,6,1,3,0,1,O,L  003004005013,ITD,O,,R6,006010
691903,691904,X,,False,TERMS DISCOUNT DUE DATE,0370,,,,,8,8,4,0,1,C,,ITD,C,,DT,006010
691904,691905,X,,False,TERMS DISCOUNT DAYS DUE,0351,,,,,3,1,5,0,1,C,,ITD,C,,N0,006010
691905,691906,X,,False,TERMS NET DUE DATE,0446,,,,,8,8,6,0,1,O,,ITD,O,,DT,006010
691906,691907,X,,False,TERMS NET DAYS,0386,,,,,3,1,7,0,1,O,,ITD,O,,N0,006010
691907,691908,X,,False,TERMS DISCOUNT AMOUNT,0362,,,,,10,1,8,0,1,O,L  008004005013,ITD,O,,N2,006010
691908,691909,X,,False,TERMS DEFERRED DUE DATE,0388,,,,,8,8,9,0,1,O,L  009010011,ITD,O,,DT,006010
691909,691910,X,,False,DEFERRED AMOUNT DUE,0389,,,,,10,1,10,0,1,C,,ITD,C,,N2,006010
691910,691911,X,,False,PERCENT OF INVOICE PAYABLE,0342,,,,,5,1,11,0,1,C,,ITD,C,,R5,006010
691911,691912,X,,False,DESCRIPTION,0352,,,,,80,1,12,0,1,O,,ITD,O,,AN,006010
691912,691913,X,,False,DAY OF MONTH,0765,,,,,2,1,13,0,1,C,,ITD,C,,N0,006010
691913,691914,X,,False,PAYMENT METHOD TYPE CODE,0107,,,,,2,1,14,0,1,O,,ITD,O,,ID,006010
691914,691915,X,,False,PERCENTAGE AS DECIMAL,0954,,,,,10,1,15,0,1,O,,ITD,O,,R,006010
691915,691916,X,,False,ASSIGNED IDENTIFICATION,0350,,,,,20,1,1,0,1,O,,IT1,O,,AN,006010
691916,691917,X,,False,QUANTITY INVOICED,0358,,,,,15,1,2,0,1,C,P  002003004,IT1,C,,R,006010
691917,691918,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,3,0,1,C,,IT1,C,,ID,006010
691918,691919,X,,False,UNIT PRICE,0212,,,,,17,1,4,0,1,C,,IT1,C,,R,006010
691919,691920,X,,False,BASIS OF UNIT PRICE CODE,0639,,,,,2,2,5,0,1,O,,IT1,O,,ID,006010
691920,691921,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,6,0,1,C,P  006007,IT1,C,,ID,006010
691921,691922,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,7,0,1,C,,IT1,C,,AN,006010
691922,691923,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,8,0,1,C,P  008009,IT1,C,,ID,006010
691923,691924,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,9,0,1,C,,IT1,C,,AN,006010
691924,691925,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,10,0,1,C,P  010011,IT1,C,,ID,006010
691925,691926,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,11,0,1,C,,IT1,C,,AN,006010
691926,691927,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,12,0,1,C,P  012013,IT1,C,,ID,006010
691927,691928,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,13,0,1,C,,IT1,C,,AN,006010
691928,691929,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,14,0,1,C,P  014015,IT1,C,,ID,006010
691929,691930,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,15,0,1,C,,IT1,C,,AN,006010
691931,691932,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,16,0,1,C,P  016017,IT1,C,,ID,006010
691932,691933,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,17,0,1,C,,IT1,C,,AN,006010
691933,691934,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,18,0,1,C,P  018019,IT1,C,,ID,006010
691934,691935,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,19,0,1,C,,IT1,C,,AN,006010
691935,691936,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,20,0,1,C,P  020021,IT1,C,,ID,006010
691936,691937,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,21,0,1,C,,IT1,C,,AN,006010
691937,691938,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,22,0,1,C,P  022023,IT1,C,,ID,006010
691938,691939,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,23,0,1,C,,IT1,C,,AN,006010
691939,691940,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,24,0,1,C,P  024025,IT1,C,,ID,006010
691940,691941,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,25,0,1,C,,IT1,C,,AN,006010
691941,691942,X,,False,NUMBER OF UNITS SHIPPED,0382,,,,,10,1,1,0,1,C,P  001002,IT3,C,,R,006010
691942,691943,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,2,0,1,C,R  001003004005,IT3,C,,ID,006010
691943,691944,X,,False,SHIPMENT/ORDER STATUS CODE,0368,,,,,2,2,3,0,1,C,,IT3,C,,ID,006010
691944,691945,X,,False,QUANTITY DIFFERENCE,0383,,,,,9,1,4,0,1,C,,IT3,C,,R9,006010
691945,691946,X,,False,CHANGE REASON CODE,0371,,,,,2,2,5,0,1,C,,IT3,C,,ID,006010
691946,691947,X,,False,SALES REQUIREMENT CODE,0563,,,,,2,1,1,0,1,C,R  001002003005007,IT8,C,,ID,006010
691947,691948,X,,False,ACTION CODE,0306,,,,,2,1,2,0,1,C,,IT8,C,,ID,006010
691948,691949,X,,False,AMOUNT,0610,,,,,15,1,3,0,1,C,,IT8,C,,N2,006010
691949,691950,X,,False,ACCOUNT NUMBER,0508,,,,,35,1,4,0,1,O,,IT8,O,,AN,006010
691950,691951,X,,False,DATE,0373,,,,,8,8,5,0,1,C,,IT8,C,,DT,006010
691951,691952,X,,False,AGENCY QUALIFIER CODE,0559,,,,,2,2,6,0,1,O,,IT8,O,,ID,006010
691952,691953,X,,False,PRODUCT/SERVICE SUBSTITUTION CODE,0566,,,,,2,1,7,0,1,C,,IT8,C,,ID,006010
691953,691954,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,8,0,1,C,P  008009,IT8,C,,ID,006010
691954,691955,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,9,0,1,C,,IT8,C,,AN,006010
691955,691956,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,10,0,1,C,P  010011,IT8,C,,ID,006010
691956,691957,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,11,0,1,C,,IT8,C,,AN,006010
691957,691958,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,12,0,1,C,P  012013,IT8,C,,ID,006010
691958,691959,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,13,0,1,C,,IT8,C,,AN,006010
691959,691960,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,14,0,1,C,P  014015,IT8,C,,ID,006010
691960,691961,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,15,0,1,C,,IT8,C,,AN,006010
691961,691962,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,16,0,1,C,P  016017,IT8,C,,ID,006010
691962,691963,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,17,0,1,C,,IT8,C,,AN,006010
691963,691964,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,18,0,1,C,P  018019,IT8,C,,ID,006010
691964,691965,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,19,0,1,C,,IT8,C,,AN,006010
691965,691966,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,20,0,1,C,P  020021,IT8,C,,ID,006010
691966,691967,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,21,0,1,C,,IT8,C,,AN,006010
691967,691968,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,22,0,1,C,P  022023,IT8,C,,ID,006010
691968,691969,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,23,0,1,C,,IT8,C,,AN,006010
691969,691970,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,24,0,1,C,P  024025,IT8,C,,ID,006010
691970,691971,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,25,0,1,C,,IT8,C,,AN,006010
691971,691972,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,26,0,1,C,P  026027,IT8,C,,ID,006010
691972,691973,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,27,0,1,C,,IT8,C,,AN,006010
691973,691974,X,,False,VOLUME UNIT QUALIFIER,0184,,,,,1,1,1,0,1,C,P  001002,IV1,C,,ID,006010
691974,691975,X,,False,VOLUME,0183,,,,,8,1,2,0,1,C,,IV1,C,,R8,006010
691975,691976,X,,False,NUMBER,1470,,,,,9,1,3,0,1,O,,IV1,O,,N0,006010
691976,691977,X,,False,TRANSPORTATION METHOD/TYPE CODE,0091,,,,,2,1,4,0,1,O,,IV1,O,,ID,006010
691977,691978,X,,False,UNIT OF TIME PERIOD OR INTERVAL,0344,,,,,2,2,5,0,1,O,C  005002,IV1,O,,ID,006010
691978,691979,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,1,0,1,M,,JCT,M,,ID,006010
691979,691980,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,2,0,1,M,,JCT,M,,ID,006010
691980,691981,X,,False,FREIGHT STATION ACCOUNTING CODE,0573,,,,,5,1,3,0,1,O,,JCT,O,,ID,006010
691981,691982,X,,False,FREIGHT STATION ACCOUNTING CODE,0573,,,,,5,1,4,0,1,O,,JCT,O,,ID,006010
691982,691983,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,5,0,1,M,,JCT,M,,ID,006010
691983,691984,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,6,0,1,M,,JCT,M,,ID,006010
691984,691985,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,7,0,1,M,,JCT,M,,ID,006010
691985,691986,X,,False,INTERCHANGE TYPE CODE,1560,,,,,1,1,8,0,1,M,,JCT,M,,ID,006010
691986,691987,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,9,0,1,M,,JCT,M,,ID,006010
691987,691988,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,1,0,1,M,,JID,M,,ID,006010
691988,691989,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,2,0,1,M,,JID,M,,AN,006010
691989,691990,X,,False,QUANTITY,0380,,,,,15,1,3,0,1,C,,JID,C,,R,006010
691990,691991,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,G,O,C001,,2,2,4,0,1,O,C  004003,JID,M,,ID,006010
691991,691992,X,,False,EXPONENT,1018,R,O,C001,,15,1,5,0,0,O,,JID,O,,R,006010
691992,691993,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,6,0,0,O,,JID,O,,R,006010
691993,691994,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,7,0,0,O,,JID,O,,ID,006010
691994,691995,X,,False,EXPONENT,1018,R,O,C001,,15,1,8,0,0,O,,JID,O,,R,006010
691995,691996,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,9,0,0,O,,JID,O,,R,006010
691996,691997,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,10,0,0,O,,JID,O,,ID,006010
691997,691998,X,,False,EXPONENT,1018,R,O,C001,,15,1,11,0,0,O,,JID,O,,R,006010
691998,691999,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,13,0,0,O,,JID,O,,ID,006010
691999,692000,X,,False,EXPONENT,1018,R,O,C001,,15,1,14,0,0,O,,JID,O,,R,006010
692000,692001,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,15,0,0,O,,JID,O,,R,006010
692001,692002,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,16,0,0,O,,JID,O,,ID,006010
692002,692003,X,,False,EXPONENT,1018,R,O,C001,,15,1,17,0,0,O,,JID,O,,R,006010
692003,692004,X,,False,MULTIPLIER,0649,,O,C001,,10,1,18,0,0,O,,JID,O,,R,006010
692004,692005,X,,False,PRODUCT/SERVICE CONDITION CODE,0286,,,,,2,2,19,0,1,O,,JID,O,,ID,006010
692005,692006,X,,False,MONETARY AMOUNT,0782,,,,,18,1,20,0,1,O,,JID,O,,R,006010
692006,692007,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,1,0,1,M,,JIL,M,,ID,006010
692007,692008,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,2,0,1,M,,JIL,M,,AN,006010
692008,692009,X,,False,MONETARY AMOUNT,0782,,,,,18,1,3,0,1,C,,JIL,C,,R,006010
692009,692010,X,,False,REFERENCE IDENTIFICATION QUALIFIER,0128,,,,,3,2,4,0,1,C,P  004005,JIL,C,,ID,006010
692010,692011,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,5,0,1,C,,JIL,C,,AN,006010
692011,692012,X,,False,DATE,0373,,,,,8,8,6,0,1,O,,JIL,O,,DT,006010
692012,692013,X,,False,AMOUNT QUALIFIER CODE,0522,,,,,3,1,7,0,1,O,C  007003,JIL,O,,ID,006010
692013,692014,X,,False,QUANTITY,0380,,,,,15,1,1,0,1,M,,JIT,M,,R,006010
692014,692015,X,,False,TIME,0337,,,,,8,4,2,0,1,M,,JIT,M,,TM,006010
692015,692016,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,1,0,1,M,,JL,M,,ID,006010
692016,692017,X,,False,DATE,0373,,,,,8,8,2,0,1,M,,JL,M,,DT,006010
692017,692018,X,,False,TIME,0337,,,,,8,4,3,0,1,M,,JL,M,,TM,006010
692018,692019,X,,False,NAME,0093,,,,,60,1,4,0,1,O,,JL,O,,AN,006010
692019,692020,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,1,0,1,M,,JS,M,,ID,006010
692020,692021,X,,False,RAIL JUNCTION SETTLEMENT ROLE CODE,1561,,,,,1,1,2,0,1,M,,JS,M,,ID,006010
692021,692022,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,3,0,1,M,,JS,M,,ID,006010
692022,692023,X,,False,RAIL JUNCTION SETTLEMENT ROLE CODE,1561,,,,,1,1,4,0,1,M,,JS,M,,ID,006010
692023,692024,X,,False,FREE-FORM INFORMATION,0061,,,,,30,1,1,0,1,M,,K1,M,,AN,006010
692024,692025,X,,False,FREE-FORM INFORMATION,0061,,,,,30,1,2,0,1,O,,K1,O,,AN,006010
692025,692026,X,,False,DESCRIPTION,0352,,,,,80,1,1,0,1,M,,K2,M,,AN,006010
692026,692027,X,,False,FIXED FORMAT INFORMATION,0449,,,,,80,1,1,0,1,M,,K3,M,,AN,006010
692027,692028,X,,False,RECORD FORMAT CODE,1333,,,,,2,1,2,0,1,O,,K3,O,,ID,006010
692028,692029,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,G,O,C001,,2,2,3,0,1,O,,K3,M,,ID,006010
692029,692030,X,,False,EXPONENT,1018,R,O,C001,,15,1,4,0,0,O,,K3,O,,R,006010
692030,692031,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,5,0,0,O,,K3,O,,R,006010
692031,692032,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,6,0,0,O,,K3,O,,ID,006010
692032,692033,X,,False,EXPONENT,1018,R,O,C001,,15,1,7,0,0,O,,K3,O,,R,006010
692033,692034,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,8,0,0,O,,K3,O,,R,006010
692034,692035,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,9,0,0,O,,K3,O,,ID,006010
692035,692036,X,,False,EXPONENT,1018,R,O,C001,,15,1,10,0,0,O,,K3,O,,R,006010
692036,692037,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,11,0,0,O,,K3,O,,R,006010
692037,692038,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,12,0,0,O,,K3,O,,ID,006010
692038,692039,X,,False,EXPONENT,1018,R,O,C001,,15,1,13,0,0,O,,K3,O,,R,006010
692039,692040,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,14,0,0,O,,K3,O,,R,006010
692040,692041,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,15,0,0,O,,K3,O,,ID,006010
692041,692042,X,,False,EXPONENT,1018,R,O,C001,,15,1,16,0,0,O,,K3,O,,R,006010
692042,692043,X,,False,MULTIPLIER,0649,,O,C001,,10,1,17,0,0,O,,K3,O,,R,006010
692043,692044,X,,False,PACKAGING FORM CODE,0211,,,,,3,3,1,0,1,C,P  001002,LAD,C,,ID,006010
692044,692045,X,,False,LADING QUANTITY,0080,,,,,7,1,2,0,1,C,,LAD,C,,N0,006010
692045,692046,X,,False,WEIGHT UNIT CODE,0188,,,,,1,1,3,0,1,C,P  003004,LAD,C,,ID,006010
692046,692047,X,,False,UNIT WEIGHT,0395,,,,,8,1,4,0,1,C,,LAD,C,,R8,006010
692047,692048,X,,False,WEIGHT UNIT CODE,0188,,,,,1,1,5,0,1,C,P  005006,LAD,C,,ID,006010
692048,692049,X,,False,WEIGHT,0081,,,,,10,1,6,0,1,C,,LAD,C,,R,006010
692049,692050,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,7,0,1,C,P  007008,LAD,C,,ID,006010
692050,692051,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,8,0,1,C,,LAD,C,,AN,006010
692051,692052,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,9,0,1,C,P  009010,LAD,C,,ID,006010
692052,692053,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,10,0,1,C,,LAD,C,,AN,006010
692053,692054,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,11,0,1,C,P  011012,LAD,C,,ID,006010
692054,692055,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,12,0,1,C,,LAD,C,,AN,006010
692055,692056,X,,False,LADING DESCRIPTION,0079,,,,,50,1,13,0,1,O,,LAD,O,,AN,006010
692056,692057,X,,False,LADING VALUE,0148,,,,,9,2,14,0,1,O,,LAD,O,,R9,006010
692057,692058,X,,False,MAINTENANCE TYPE CODE,0875,,,,,3,3,1,0,1,M,,LC,M,,ID,006010
692058,692059,X,,False,MAINTENANCE REASON CODE,1203,,,,,3,2,2,0,1,O,,LC,O,,ID,006010
692059,692060,X,,False,INSURANCE LINE CODE,1205,,,,,3,2,3,0,1,O,,LC,O,,ID,006010
692060,692061,X,,False,PLAN COVERAGE DESCRIPTION,1204,,,,,50,1,4,0,1,O,,LC,O,,AN,006010
692061,692062,X,,False,QUANTITY,0380,,,,,15,1,5,0,1,O,,LC,O,,R,006010
692062,692063,X,,False,PRODUCT OPTION CODE,1161,,,,,2,1,6,0,1,O,,LC,O,,ID,006010
692063,692064,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,7,0,1,O,,LC,O,,ID,006010
692064,692065,X,,False,ASSIGNED IDENTIFICATION,0350,,,,,20,1,1,0,1,O,,LCD,O,,AN,006010
